deweyClass,title,checktimes,years,months,days
005.71262,"JavaScript jQuery the missing manual",1,2013,4,6
005.72,"Head first HTML5 programming building web apps with javascript",2,2013,4,6
005.72,"PHP for the Web",1,2013,4,7
005.2762,"Sams teach yourself JavaScript in 24 hours",1,2013,4,7
005.2762,"JavaScript a beginners guide",1,2013,4,8
005.2762,"JavaScript the good parts",1,2013,4,8
005.71262,"JavaScript jQuery the missing manual",1,2013,4,8
005.133,"JavaScript the definitive guide",1,2013,4,8
005.133,"Metaprogramming Ruby program like the Ruby pros",1,2013,4,8
005.133,"Python for Kids a playful introduction to programming",2,2013,4,8
005.133,"JavaScript the definitive guide",1,2013,4,9
005.2762,"JavaScript the good parts",1,2013,4,9
005.71262,"JavaScript jQuery the missing manual",1,2013,4,9
005.133,"Beginning programming with Java for dummies",1,2013,4,9
005.117,"Ruby on rails 3 tutorial learn Rails by example",1,2013,4,9
004.165,"Programming the Raspberry Pi getting started with Python",1,2013,4,10
005.2762,"How to do everything with JavaScript",1,2013,4,10
005.133,"Sams teach yourself Java in 21 days covers Java 7 and Android",1,2013,4,10
005.276,"Beginning ASP NET 4 in C and VB",1,2013,4,10
004.165,"Programming the Raspberry Pi getting started with Python",1,2013,4,11
005.71262,"JavaScript jQuery the missing manual",1,2013,4,11
005.71262,"JavaScript the missing manual",1,2013,4,11
005.2762,"JavaScript the good parts",1,2013,4,11
005.2762,"Learning JavaScript",1,2013,4,12
005.133,"Java for dummies",1,2013,4,12
005.133,"JavaScript the definitive guide",1,2013,4,12
005.268,"HTML CSS JavaScript mobile development for dummies",2,2013,4,12
005.71262,"Sams teach yourself JavaScript in 24 hours",1,2013,4,12
005.72,"Head first HTML5 programming building web apps with javascript",2,2013,4,13
004.165,"Programming the Raspberry Pi getting started with Python",1,2013,4,13
005.117,"Ruby on rails 3 tutorial learn Rails by example",1,2013,4,13
005.133,"Programming Ruby 1 9 the pragmatic programmers guide",1,2013,4,13
005.72,"PHP for the Web",1,2013,4,13
005.133,"Beginning Ruby from novice to professional",1,2013,4,13
005.7565,"Sams teach yourself SQL in 10 minutes",1,2013,4,14
005.117,"Practical object oriented design in Ruby an agile primer",1,2013,4,15
005.72,"Head first HTML5 programming building web apps with javascript",1,2013,4,15
005.2762,"JavaScript the good parts",1,2013,4,15
005.133,"Beginning Ruby from novice to professional",1,2013,4,15
005.71262,"JavaScript jQuery the missing manual",1,2013,4,16
005.117,"Practical object oriented design in Ruby an agile primer",1,2013,4,16
005.2762,"JavaScript a beginners guide",1,2013,4,16
005.2762,"Sams teach yourself JavaScript in 24 hours",1,2013,4,16
005.2762,"Java all in one for dummies",1,2013,4,17
005.133,"Learning Python",1,2013,4,17
005.133,"JavaScript the definitive guide",1,2013,4,17
005.133,"Beginning programming with Java for dummies",1,2013,4,17
005.133,"Head first JavaScript",1,2013,4,17
004.165,"Programming the Raspberry Pi getting started with Python",1,2013,4,17
005.1,"Practical programming an introduction to computer science using Python",1,2013,4,17
005.117,"Ruby on rails 3 tutorial learn Rails by example",1,2013,4,18
005.2762,"Java all in one for dummies",1,2013,4,18
005.71262,"Effective Java",1,2013,4,18
005.133,"Head first Python",1,2013,4,18
005.117,"Ruby on rails 3 tutorial learn Rails by example",1,2013,4,19
005.133,"JavaScript the definitive guide",1,2013,4,19
005.133,"Learning C 3 0",1,2013,4,19
005.276,"Pro Android web apps develop for Android using HTML5 CSS3 JavaScript",1,2013,4,19
005.133,"Python power the comprehensive guide",1,2013,4,19
005.133,"JavaScript the definitive guide",1,2013,4,20
005.133,"Beginning Ruby from novice to professional",1,2013,4,20
005.133,"Head first Python",1,2013,4,20
005.2762,"Learning PHP MySQL and JavaScript",1,2013,4,20
005.1,"Practical programming an introduction to computer science using Python",1,2013,4,20
005.117,"Ruby programming language",1,2013,4,20
005.71262,"Sams teach yourself JavaScript in 24 hours",1,2013,4,20
005.376,"Microsoft SQL Server 2005 for dummies",1,2013,4,21
005.2762,"JavaScript a beginners guide",1,2013,4,21
005.7565,"Sams teach yourself SQL in 10 minutes",1,2013,4,21
005.133,"Programming Ruby 1 9 the pragmatic programmers guide",1,2013,4,21
005.133,"Python for Kids a playful introduction to programming",1,2013,4,21
005.133,"Joe Celkos SQL for smarties advanced SQL programming",1,2013,4,21
005.2762,"Head first PHP MySQL",1,2013,4,22
005.133,"Java for dummies",1,2013,4,22
005.71262,"JavaScript jQuery the missing manual",1,2013,4,22
005.72,"Head first HTML5 programming building web apps with javascript",1,2013,4,22
005.133,"Head first Java",1,2013,4,22
005.133,"Head first JavaScript",1,2013,4,22
005.133,"Sams teach yourself Java in 21 days covers Java 7 and Android",1,2013,4,22
005.276,"Pro Android web apps develop for Android using HTML5 CSS3 JavaScript",1,2013,4,22
005.133,"Sams teach yourself Java in 21 days covers Java 7 and Android",1,2013,4,23
005.276,"Beginning ASP NET 4 in C and VB",1,2013,4,23
005.133,"Just enough C C programming",1,2013,4,23
005.118,"Sams teach yourself Visual C 2010 complete starter kit in 24 hours",1,2013,4,23
005.117,"Objective C for dummies",1,2013,4,24
005.133,"Sams teach yourself Java in 21 days covers Java 7 and Android",1,2013,4,24
005.133,"Sams teach yourself SQL in one hour a day",1,2013,4,24
005.2762,"Sams teach yourself PHP MySQL and Apache all in one",1,2013,4,24
005.71262,"Effective Java",1,2013,4,24
005.2762,"PHP in a nutshell",1,2013,4,24
005.133,"Metaprogramming Ruby program like the Ruby pros",1,2013,4,24
005.133,"Python for Kids a playful introduction to programming",1,2013,4,24
005.133,"Head first Java",1,2013,4,24
005.133,"Head first Java",1,2013,4,25
005.71262,"JavaScript a beginners guide",1,2013,4,25
005.133,"Just enough C C programming",1,2013,4,25
005.133,"Beginning C 2008 from novice to professional",1,2013,4,26
005.133,"Beginning Ruby from novice to professional",1,2013,4,26
005.268,"HTML CSS JavaScript mobile development for dummies",1,2013,4,26
004.165,"Programming the Raspberry Pi getting started with Python",1,2013,4,26
005.133,"Java for dummies",1,2013,4,26
005.133,"JavaScript the definitive guide",1,2013,4,26
005.133,"Programming Ruby 1 9 the pragmatic programmers guide",1,2013,4,26
005.7565,"Sams teach yourself SQL in 10 minutes",1,2013,4,27
005.133,"JavaScript the definitive guide",1,2013,4,27
005.71262,"JavaScript the missing manual",1,2013,4,27
005.133,"Python for Kids a playful introduction to programming",1,2013,4,29
005.1,"Practical programming an introduction to computer science using Python",1,2013,4,29
005.117,"Ruby on rails 3 tutorial learn Rails by example",1,2013,4,29
005.117,"Ruby programming language",1,2013,4,29
005.133,"Beginning programming with Java for dummies",1,2013,4,29
005.2762,"JavaScript the good parts",1,2013,4,29
005.7565,"Sams teach yourself SQL in 10 minutes",1,2013,4,29
005.1,"Practical programming an introduction to computer science using Python",1,2013,4,30
005.133,"Python essential reference",1,2013,4,30
005.133,"Python power the comprehensive guide",1,2013,4,30
005.133,"Learning Python",1,2013,4,30
005.2762,"Sams teach yourself JavaScript in 24 hours",1,2013,4,30
005.133,"Python for Kids a playful introduction to programming",1,2013,5,1
005.2762,"Sams teach yourself PHP MySQL and Apache all in one",1,2013,5,1
005.72,"Head first HTML5 programming building web apps with javascript",1,2013,5,1
005.133,"Beginning Ruby from novice to professional",1,2013,5,2
005.2762,"Learning JavaScript",1,2013,5,3
005.26,"Building iPhone apps with HTML CSS and JavaScript",1,2013,5,3
005.133,"Head first JavaScript",1,2013,5,4
005.133,"Learning Python",1,2013,5,4
005.133,"PHP a beginners guide",1,2013,5,4
005.268,"HTML CSS JavaScript mobile development for dummies",1,2013,5,5
005.2762,"JavaScript a beginners guide",1,2013,5,5
005.71262,"Effective Java",1,2013,5,5
005.71262,"JavaScript jQuery the missing manual",1,2013,5,6
005.133,"Programming Ruby 1 9 the pragmatic programmers guide",1,2013,5,6
005.133,"JavaScript the definitive guide",1,2013,5,6
005.133,"Python for Kids a playful introduction to programming",1,2013,5,7
005.2762,"How to do everything with JavaScript",1,2013,5,7
005.2762,"JavaScript a beginners guide",1,2013,5,7
005.2762,"JavaScript the good parts",1,2013,5,7
005.133,"Head first Python",1,2013,5,7
005.133,"Python for Kids a playful introduction to programming",1,2013,5,8
005.72,"Head first HTML5 programming building web apps with javascript",1,2013,5,9
005.117,"Ruby programming language",1,2013,5,9
005.133,"Metaprogramming Ruby program like the Ruby pros",1,2013,5,9
004.165,"Programming the Raspberry Pi getting started with Python",1,2013,5,11
005.117,"Ruby on rails 3 tutorial learn Rails by example",1,2013,5,11
005.72,"Head first HTML5 programming building web apps with javascript",1,2013,5,11
005.133,"Beginning programming with Java for dummies",1,2013,5,11
005.2762,"Learning JavaScript",1,2013,5,11
005.2762,"JavaScript the good parts",1,2013,5,12
005.117,"Practical object oriented design in Ruby an agile primer",1,2013,5,12
005.133,"Head first Python",1,2013,5,12
005.133,"Python essential reference",1,2013,5,13
005.71262,"Effective Java",1,2013,5,13
005.133,"Beginning Ruby from novice to professional",1,2013,5,14
005.133,"Metaprogramming Ruby program like the Ruby pros",1,2013,5,14
005.1,"Practical programming an introduction to computer science using Python",1,2013,5,14
005.133,"Beginning programming with Java for dummies",1,2013,5,15
005.2762,"Head first PHP MySQL",1,2013,5,15
005.2762,"Learning PHP MySQL and JavaScript",1,2013,5,15
005.376,"Microsoft SQL Server 2005 for dummies",1,2013,5,15
005.133,"Learning Python",1,2013,5,15
005.2762,"Head first PHP MySQL",1,2013,5,16
005.117,"Objective C for dummies",1,2013,5,16
005.117,"Ruby on rails 3 tutorial learn Rails by example",1,2013,5,16
005.117,"Ruby programming language",1,2013,5,16
005.133,"Sams teach yourself Java in 21 days covers Java 7 and Android",1,2013,5,16
005.7565,"Sams teach yourself SQL in 10 minutes",1,2013,5,16
005.133,"Python for Kids a playful introduction to programming",1,2013,5,16
005.133,"Python for Kids a playful introduction to programming",1,2013,5,17
005.133,"Beginning programming with Java for dummies",1,2013,5,17
005.133,"Head first Python",1,2013,5,17
005.72,"JavaScript and DHTML cookbook",1,2013,5,17
005.72,"Head first HTML5 programming building web apps with javascript",1,2013,5,18
004.165,"Programming the Raspberry Pi getting started with Python",2,2013,5,18
005.133,"Learning C 3 0",1,2013,5,18
005.133,"Metaprogramming Ruby program like the Ruby pros",1,2013,5,18
005.133,"Head first Python",1,2013,5,18
005.133,"JavaScript the definitive guide",1,2013,5,18
005.117,"Ruby on rails 3 tutorial learn Rails by example",1,2013,5,19
005.71262,"JavaScript a beginners guide",1,2013,5,19
005.268,"HTML CSS JavaScript mobile development for dummies",1,2013,5,19
005.133,"PHP a beginners guide",1,2013,5,19
005.133,"Java for dummies",1,2013,5,20
005.2762,"Java all in one for dummies",1,2013,5,20
005.117,"Ruby on rails 3 tutorial learn Rails by example",1,2013,5,20
005.133,"Head first JavaScript",1,2013,5,20
005.133,"Head first Python",1,2013,5,20
005.2762,"Spring into PHP 5",1,2013,5,21
005.117,"Practical object oriented design in Ruby an agile primer",1,2013,5,22
005.133,"Sams teach yourself Java 6 in 21 days",1,2013,5,22
005.7565,"Sams teach yourself SQL in 10 minutes",1,2013,5,22
005.133,"Learn Java for Android development",1,2013,5,23
005.133,"PHP a beginners guide",1,2013,5,23
005.71262,"JavaScript the missing manual",1,2013,5,23
005.133,"Programming Ruby 1 9 the pragmatic programmers guide",1,2013,5,24
005.1,"Practical programming an introduction to computer science using Python",1,2013,5,24
005.2768,"MCAD MCSD self paced training kit developing XML Web services and server components with Microsoft Visual Basic NET and Microsoft Visual C NET exams 70 310 and 70 320",1,2013,5,25
005.71262,"JavaScript jQuery the missing manual",1,2013,5,25
005.7565,"Sams teach yourself SQL in 10 minutes",1,2013,5,25
005.2762,"JavaScript the good parts",1,2013,5,25
005.133,"Python for Kids a playful introduction to programming",2,2013,5,25
005.133,"Learning Python",1,2013,5,25
005.71262,"JavaScript jQuery the missing manual",1,2013,5,28
005.72,"Head first HTML5 programming building web apps with javascript",1,2013,5,28
005.2762,"Head first PHP MySQL",1,2013,5,28
005.71262,"Sams teach yourself JavaScript in 24 hours",1,2013,5,29
005.276,"Pro Android web apps develop for Android using HTML5 CSS3 JavaScript",1,2013,5,29
005.133,"JavaScript the definitive guide",1,2013,5,30
005.2762,"JavaScript a beginners guide",1,2013,5,30
005.2762,"Learning JavaScript",1,2013,5,30
005.71262,"JavaScript jQuery the missing manual",1,2013,5,31
005.133,"Programming Ruby the pragmatic programmers guide",1,2013,5,31
005.276,"Beginning ASP NET 4 in C and VB",1,2013,6,1
005.133,"Head first JavaScript",1,2013,6,1
005.276,"Beginning ASP NET 4 in C and VB",1,2013,6,2
004.165,"Programming the Raspberry Pi getting started with Python",1,2013,6,2
005.118,"Sams teach yourself Visual C 2010 complete starter kit in 24 hours",1,2013,6,2
005.133,"PHP a beginners guide",1,2013,6,2
005.71262,"JavaScript jQuery the missing manual",1,2013,6,2
005.133,"Java for dummies",1,2013,6,2
005.2762,"Java all in one for dummies",1,2013,6,2
004.165,"Programming the Raspberry Pi getting started with Python",1,2013,6,3
005.133,"Head first Python",1,2013,6,3
005.133,"Metaprogramming Ruby program like the Ruby pros",1,2013,6,3
005.72,"Head first HTML5 programming building web apps with javascript",1,2013,6,3
005.2762,"Head first PHP MySQL",1,2013,6,4
005.2762,"JavaScript the good parts",1,2013,6,4
005.133,"Sams teach yourself Java in 21 days covers Java 7 and Android",1,2013,6,4
005.133,"Beginning programming with Java for dummies",1,2013,6,4
005.133,"Python for Kids a playful introduction to programming",1,2013,6,5
005.71262,"JavaScript the missing manual",1,2013,6,5
005.268,"HTML CSS JavaScript mobile development for dummies",1,2013,6,5
005.133,"Sams teach yourself SQL in one hour a day",1,2013,6,6
005.2762,"JavaScript the good parts",1,2013,6,6
005.2762,"Sams teach yourself JavaScript in 24 hours",1,2013,6,6
005.117,"Practical object oriented design in Ruby an agile primer",1,2013,6,6
005.71262,"JavaScript jQuery the missing manual",1,2013,6,6
005.72,"Head first HTML5 programming building web apps with javascript",1,2013,6,6
005.72,"Head first HTML5 programming building web apps with javascript",2,2013,6,7
005.2762,"Java all in one for dummies",1,2013,6,7
005.133,"Head first Java",1,2013,6,7
005.133,"Head first Python",1,2013,6,7
005.1,"Practical programming an introduction to computer science using Python",1,2013,6,7
005.133,"Java for dummies",1,2013,6,7
005.133,"JavaScript the definitive guide",1,2013,6,7
005.133,"Metaprogramming Ruby program like the Ruby pros",1,2013,6,7
005.133,"Programming C 3 0",1,2013,6,8
005.133,"Python for Kids a playful introduction to programming",1,2013,6,8
005.133,"Python power the comprehensive guide",1,2013,6,8
005.71262,"JavaScript jQuery the missing manual",1,2013,6,8
005.133,"Beginning programming with Java for dummies",1,2013,6,8
005.7565,"Sams teach yourself SQL in 10 minutes",1,2013,6,9
005.262,"Java development with Ant",1,2013,6,9
005.276,"Pro Android web apps develop for Android using HTML5 CSS3 JavaScript",1,2013,6,9
005.133,"JavaScript the definitive guide",1,2013,6,9
005.1,"Practical programming an introduction to computer science using Python",1,2013,6,9
005.1,"Practical programming an introduction to computer science using Python",1,2013,6,10
005.117,"Ruby programming language",1,2013,6,10
005.133,"Beginning programming with Java for dummies",1,2013,6,10
005.133,"Head first Java",1,2013,6,10
005.2762,"Head first PHP MySQL",1,2013,6,10
005.2762,"Spring into PHP 5",1,2013,6,10
005.133,"Sams teach yourself Java in 21 days covers Java 7 and Android",1,2013,6,10
004.165,"Programming the Raspberry Pi getting started with Python",1,2013,6,11
005.117,"Ruby programming language",1,2013,6,11
005.7565,"Sams teach yourself SQL in 10 minutes",1,2013,6,11
005.133,"Python for Kids a playful introduction to programming",3,2013,6,11
005.133,"PHP a beginners guide",1,2013,6,11
005.133,"Java for dummies",1,2013,6,11
005.133,Ruby,1,2013,6,12
001.942,"Exo Vaticana Petrus Romanus Project L U C I F E R and the Vaticans astonishing plan for the arrival of an alien savior",1,2013,6,12
005.118,"Sams teach yourself Visual C 2010 complete starter kit in 24 hours",1,2013,6,12
005.133,"Sams teach yourself Java in 21 days covers Java 7 and Android",1,2013,6,12
005.133,"Learning Python",1,2013,6,12
005.72,"Head first HTML5 programming building web apps with javascript",1,2013,6,12
005.2762,"Learning PHP MySQL and JavaScript",1,2013,6,12
005.7565,"Sams teach yourself SQL in 10 minutes",1,2013,6,13
005.2762,"Learning JavaScript",1,2013,6,14
005.133,"Head first Python",1,2013,6,14
005.1,"Practical programming an introduction to computer science using Python",1,2013,6,14
005.133,"Python essential reference",1,2013,6,15
005.133,"Java for dummies",1,2013,6,15
005.2762,"Sams teach yourself JavaScript in 24 hours",1,2013,6,15
005.133,"Learn Java for Android development",1,2013,6,15
005.133,"Learning Python",1,2013,6,15
005.133,"Metaprogramming Ruby program like the Ruby pros",1,2013,6,16
005.133,"JavaScript the definitive guide",1,2013,6,16
005.133,"Sams teach yourself Java in 21 days covers Java 7 and Android",1,2013,6,16
005.276,"Beginning ASP NET 4 in C and VB",1,2013,6,17
004.165,"Programming the Raspberry Pi getting started with Python",1,2013,6,17
005.133,"JavaScript the definitive guide",1,2013,6,17
005.2762,"JavaScript a beginners guide",1,2013,6,17
005.133,"Python for Kids a playful introduction to programming",1,2013,6,18
001.942,"Exo Vaticana Petrus Romanus Project L U C I F E R and the Vaticans astonishing plan for the arrival of an alien savior",1,2013,6,18
005.376,"Microsoft SQL Server 2005 for dummies",1,2013,6,18
005.133,"Learning Python",1,2013,6,19
005.133,"Beginning Ruby from novice to professional",1,2013,6,19
005.133,"Sams teach yourself Java in 21 days covers Java 7 and Android",1,2013,6,19
005.133,"Programming C 3 0",1,2013,6,19
005.133,"Python for Kids a playful introduction to programming",1,2013,6,19
005.133,"Python power the comprehensive guide",1,2013,6,19
005.133,"Head first Python",1,2013,6,20
005.71262,"Java in a nutshell a desktop quick reference",1,2013,6,20
005.2762,"JavaScript the good parts",1,2013,6,20
005.133,"Java examples in a nutshell",1,2013,6,20
005.133,"Java for dummies",1,2013,6,21
005.2762,"Learning JavaScript",1,2013,6,21
005.133,"JavaScript the definitive guide",1,2013,6,22
005.117,"Ruby programming language",1,2013,6,22
005.1,"Practical programming an introduction to computer science using Python",1,2013,6,23
005.118,"Sams teach yourself Visual C 2010 complete starter kit in 24 hours",1,2013,6,23
005.117,"Ruby on rails 3 tutorial learn Rails by example",1,2013,6,24
005.133,"Head first Java",1,2013,6,24
005.133,"Java for dummies",1,2013,6,24
005.133,"JavaScript the definitive guide",1,2013,6,24
005.133,"Sams teach yourself SQL in one hour a day",1,2013,6,24
005.268,"HTML CSS JavaScript mobile development for dummies",1,2013,6,24
005.2762,"Head first PHP MySQL",1,2013,6,24
005.2762,"JavaScript a beginners guide",1,2013,6,24
005.2762,"PHP in a nutshell",1,2013,6,25
005.72,"PHP for the Web",1,2013,6,25
005.133,"Python for Kids a playful introduction to programming",1,2013,6,25
005.133,"Just enough C C programming",1,2013,6,25
005.276,"Beginning ASP NET 2 0 in C 2005 from novice to professional",1,2013,6,26
005.276,"Pro Android web apps develop for Android using HTML5 CSS3 JavaScript",1,2013,6,26
005.133,"JavaScript the definitive guide",1,2013,6,26
005.71262,"Effective Java",1,2013,6,27
005.118,"Sams teach yourself Visual C 2010 complete starter kit in 24 hours",1,2013,6,27
005.133,"art of Java",1,2013,6,27
005.133,"Sams teach yourself Java in 21 days covers Java 7 and Android",1,2013,6,28
005.133,"Beginning programming with Java for dummies",1,2013,6,28
005.133,"Head first Python",1,2013,6,28
005.133,"Learning C 3 0",1,2013,6,28
005.133,"PHP a beginners guide",1,2013,6,29
005.2762,"Sams teach yourself PHP MySQL and Apache all in one",1,2013,6,29
005.71262,"JavaScript the missing manual",1,2013,6,29
005.133,"Java for dummies",2,2013,6,29
005.133,"JavaScript the definitive guide",1,2013,6,29
005.133,"Programming Microsoft Visual C 2008 the language",1,2013,6,29
005.133,"Beginning programming with Java for dummies",1,2013,6,29
005.133,"Head first Java",1,2013,6,29
004.165,"Programming the Raspberry Pi getting started with Python",2,2013,6,29
005.117,"Practical object oriented design in Ruby an agile primer",1,2013,6,29
005.2762,"JavaScript the good parts",1,2013,6,30
005.133,Ruby,1,2013,6,30
001.942,"Exo Vaticana Petrus Romanus Project L U C I F E R and the Vaticans astonishing plan for the arrival of an alien savior",1,2013,7,1
004.165,"Programming the Raspberry Pi getting started with Python",1,2013,7,1
005.1,"Practical programming an introduction to computer science using Python",1,2013,7,1
005.71262,"JavaScript jQuery the missing manual",1,2013,7,1
005.7565,"Sams teach yourself SQL in 10 minutes",1,2013,7,1
005.133,"Beginning programming with Java for dummies",1,2013,7,1
005.276,"Pro Android web apps develop for Android using HTML5 CSS3 JavaScript",2,2013,7,1
005.133,"Sams teach yourself Java in 21 days covers Java 7 and Android",1,2013,7,2
005.7565,"Sams teach yourself SQL in 10 minutes",1,2013,7,2
005.7565,"Sams teach yourself SQL in 10 minutes",1,2013,7,3
005.71262,"Effective Java",1,2013,7,3
005.72,"Head first HTML5 programming building web apps with javascript",1,2013,7,3
005.133,"JavaScript the definitive guide",1,2013,7,3
004.165,"Programming the Raspberry Pi getting started with Python",1,2013,7,3
005.276,"Pro Android web apps develop for Android using HTML5 CSS3 JavaScript",1,2013,7,3
005.133,"Programming Ruby 1 9 the pragmatic programmers guide",1,2013,7,5
005.133,"Python for Kids a playful introduction to programming",1,2013,7,5
001.942,"Exo Vaticana Petrus Romanus Project L U C I F E R and the Vaticans astonishing plan for the arrival of an alien savior",1,2013,7,5
005.2762,"JavaScript the good parts",1,2013,7,5
005.2762,"Sams teach yourself JavaScript in 24 hours",3,2013,7,6
005.26,"Building iPhone apps with HTML CSS and JavaScript",1,2013,7,6
005.276,"Pro Android web apps develop for Android using HTML5 CSS3 JavaScript",1,2013,7,6
005.133,"PHP a beginners guide",1,2013,7,6
005.72,"Head first HTML5 programming building web apps with javascript",1,2013,7,6
005.117,"Objective C for dummies",1,2013,7,6
005.133,"Programming Ruby 1 9 the pragmatic programmers guide",1,2013,7,6
005.133,"Head first Python",1,2013,7,6
005.133,"Learn Java for Android development",1,2013,7,7
005.133,"Python for Kids a playful introduction to programming",1,2013,7,7
005.117,"Ruby programming language",1,2013,7,7
005.117,"Ruby on rails 3 tutorial learn Rails by example",1,2013,7,8
005.118,"Sams teach yourself Visual C 2008 in 24 hours complete starter kit",1,2013,7,8
005.133,"Head first JavaScript",1,2013,7,8
005.133,"Head first Python",1,2013,7,8
005.2762,"JavaScript the good parts",1,2013,7,8
005.71262,"JavaScript jQuery the missing manual",1,2013,7,8
005.133,"Learn Java for Android development",1,2013,7,8
005.133,"Learning Python",1,2013,7,8
005.133,"Metaprogramming Ruby program like the Ruby pros",1,2013,7,8
005.133,"PHP a beginners guide",1,2013,7,8
005.133,"Beginning Ruby from novice to professional",1,2013,7,9
005.133,"Sams teach yourself SQL in one hour a day",1,2013,7,9
005.71262,"Effective Java",1,2013,7,9
005.71262,"JavaScript jQuery the missing manual",1,2013,7,9
005.133,"Python for Kids a playful introduction to programming",1,2013,7,9
005.2762,"Head first PHP MySQL",1,2013,7,9
005.2762,"JavaScript the good parts",1,2013,7,9
005.7565,"Sams teach yourself SQL in 10 minutes",1,2013,7,10
005.133,"JavaScript the definitive guide",1,2013,7,10
005.133,"Learning Python",1,2013,7,10
005.133,"Programming Ruby 1 9 the pragmatic programmers guide",1,2013,7,10
005.133,"Python essential reference",1,2013,7,10
005.72,"Head first HTML5 programming building web apps with javascript",1,2013,7,10
005.72,"Head first HTML5 programming building web apps with javascript",1,2013,7,11
005.133,"Java for dummies",1,2013,7,11
005.133,"Head first Java",1,2013,7,11
005.133,"Python for Kids a playful introduction to programming",1,2013,7,11
005.133,"Sams teach yourself Java in 21 days covers Java 7 and Android",1,2013,7,11
005.117,"Objective C for dummies",1,2013,7,12
005.7565,"Sams teach yourself SQL in 10 minutes",1,2013,7,12
005.133,"Beginning Ruby from novice to professional",1,2013,7,12
005.133,"Head first Python",1,2013,7,12
005.1,"Practical programming an introduction to computer science using Python",1,2013,7,13
005.117,"Ruby on rails 3 tutorial learn Rails by example",1,2013,7,13
005.117,"Ruby programming language",1,2013,7,13
005.72,"Head first HTML5 programming building web apps with javascript",1,2013,7,13
005.2762,"How to do everything with JavaScript",1,2013,7,13
005.2762,"JavaScript a beginners guide",1,2013,7,13
005.2762,"Learning JavaScript",1,2013,7,13
005.2762,"Learning PHP MySQL and JavaScript",1,2013,7,13
005.268,"HTML CSS JavaScript mobile development for dummies",1,2013,7,13
005.276,"Beginning ASP NET 4 in C and VB",1,2013,7,13
005.133,"Joe Celkos SQL for smarties advanced SQL programming",1,2013,7,13
005.268,"HTML CSS JavaScript mobile development for dummies",1,2013,7,14
005.268,"HTML CSS JavaScript mobile development for dummies",1,2013,7,15
005.117,"Practical object oriented design in Ruby an agile primer",2,2013,7,15
005.133,"Beginning C 2008 from novice to professional",1,2013,7,15
005.133,"Head first Java",1,2013,7,15
005.71262,"JavaScript jQuery the missing manual",1,2013,7,15
005.133,"Sams teach yourself Java in 21 days covers Java 7 and Android",1,2013,7,16
005.133,"Beginning programming with Java for dummies",1,2013,7,17
005.117,"Ruby programming language",1,2013,7,17
005.133,"Python for Kids a playful introduction to programming",2,2013,7,17
005.133,"Hardcore Java",1,2013,7,18
005.133,"Java for dummies",1,2013,7,18
005.133,"Sams teach yourself Java 6 in 21 days",1,2013,7,18
005.133,"JavaScript the definitive guide",1,2013,7,19
005.2762,"Head first PHP MySQL",1,2013,7,19
001.942,"Exo Vaticana Petrus Romanus Project L U C I F E R and the Vaticans astonishing plan for the arrival of an alien savior",1,2013,7,19
004.165,"Programming the Raspberry Pi getting started with Python",1,2013,7,20
005.133,"Java for dummies",1,2013,7,20
005.133,"Learn Java for Android development",1,2013,7,20
005.7565,"Sams teach yourself SQL in 10 minutes",1,2013,7,20
004.165,"Programming the Raspberry Pi getting started with Python",1,2013,7,22
005.1,"Practical programming an introduction to computer science using Python",1,2013,7,22
005.117,"Ruby on rails 3 tutorial learn Rails by example",1,2013,7,22
005.268,"HTML CSS JavaScript mobile development for dummies",1,2013,7,22
005.133,"Programming Microsoft Visual C 2008 the language",2,2013,7,22
005.133,"Beginning programming with Java for dummies",1,2013,7,22
005.133,"Head first Python",1,2013,7,22
005.133,"Beginning C 2008 from novice to professional",1,2013,7,23
004.165,"Programming the Raspberry Pi getting started with Python",1,2013,7,23
005.1,"Practical programming an introduction to computer science using Python",1,2013,7,23
005.117,"Ruby programming language",1,2013,7,23
005.71262,"JavaScript jQuery the missing manual",1,2013,7,24
005.7565,"Sams teach yourself SQL in 10 minutes",1,2013,7,24
005.2762,"Head first PHP MySQL",1,2013,7,24
005.71262,"JavaScript jQuery the missing manual",1,2013,7,25
001.942,"Exo Vaticana Petrus Romanus Project L U C I F E R and the Vaticans astonishing plan for the arrival of an alien savior",1,2013,7,25
005.133,"Programming Ruby 1 9 the pragmatic programmers guide",1,2013,7,25
005.133,"Python for Kids a playful introduction to programming",1,2013,7,25
005.133,"Head first Java",1,2013,7,25
005.7565,"Sams teach yourself SQL in 10 minutes",1,2013,7,25
005.2762,"Sams teach yourself PHP MySQL and Apache all in one",1,2013,7,26
005.7565,"Sams teach yourself SQL in 10 minutes",1,2013,7,27
005.133,"Head first Python",1,2013,7,27
005.133,"Python power the comprehensive guide",1,2013,7,28
004.165,"Programming the Raspberry Pi getting started with Python",1,2013,7,28
005.2762,"JavaScript a beginners guide",1,2013,7,29
005.2762,"JavaScript the good parts",1,2013,7,29
005.71262,"JavaScript jQuery the missing manual",1,2013,7,29
005.133,"Learning Python",1,2013,7,29
005.133,"PHP a beginners guide",1,2013,7,29
005.2762,"Sams teach yourself JavaScript in 24 hours",1,2013,7,30
005.133,"Sams teach yourself Java in 21 days covers Java 7 and Android",1,2013,7,30
005.276,"Pro Android web apps develop for Android using HTML5 CSS3 JavaScript",1,2013,7,30
005.71262,"Effective Java",1,2013,7,30
005.2762,"Spring into PHP 5",1,2013,7,31
